BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
1,"978-3-11-048103-7","umlauf_strategien_2016","Umlauf, Konrad; Werner, Klaus Ulrich & Kaufmann, Andrea","Strategien für die Bibliothek als Ort, Festschrift für Petra Hauke","",,,"","",2016,"Berlin ; Boston, Mass.","","https://www.degruyter.com/viewbooktoc/product/472967","","","Mit einer Bibliographie der Gefeierten","","","De Gruyter Saur","","","","","","","","","bibliotheken","",""
9,"","kratzberg1989herstellung","Kratzberg, Thomas","Herstellung und Charakterisierung einer cDNA-Bibliothek für das Milchdrüsengewebe beim Rind","",,,"","",1989,"","","","","","","","","","","","","","Uni Hannover","","","","Garten, Landwirtschaft, dnb, Veterinärmedizin, Biologie","",""
9,"","engels1935friedrich","Engels, Ernst","Friedrich Nicolais Allgemeine Deutsche Bibliothek und der Friede von Basel 1795","",,,"","",1935,"","","","","","","","","","","","","","NA Bonn","","","","dnb","",""
9,"","kotz2012vergessene","Kötz, Sebastian","Die vergessene Bibliothek: Spurensuche zu Biographie und Büchersammlung von Victor Manheimer","",,,"","",2012,"","","","","","","","","","","","","","Uni Köln","","","","Allgemeines, dnb, Wissenschaft","",""
10,"","mumenthaler:Innovationsmaangement","Mumenthaler, Rudolf","Innovationsmanagement an Hochschulbibliotheken am Beispiel der ETH-Bibliothek - ETH E-Collection","",,,"","",2009,"","Preprint; Vortrag gehalten auf dem Bibliothekartag 2009 in Erfurt","http://e-collection.ethbib.ethz.ch/view/eth:41815","","","","","","","","http://e-collection.ethbib.ethz.ch/view/eth:41815","","","","","","","innovation, library, eth, innovationsmanagement","",""
9,"","klawitter2001fiebernde","Klawitter, Arne","Die "fiebernde Bibliothek": Foucaults Sprachontologie und seine diskursanalytische Konzeption moderner Literatur","",,,"","",2001,"","","","","","","","","","","","","","Uni Rostock","","","","dnb, Linguistik, Sprache","",""
9,"","grimm1931studien","Grimm, Werner von","Studien zur Geschichte der Kaiserlichen Öffentlichen Bibliothek in St. Petersburg (Leningrad)","",,,"","",1931,"","","","","","","","","","","","","","Göttingen","","","","dnb","",""
9,"","schafer2009generierung","Schäfer, Daniel","Generierung und funktionelle Anwendung einer randomisierten sh- und si-RNA-Bibliothek","",,,"","",2009,"","","","","","","","","","","","","","Uni Hannover","","","","Biowissenschaften, dnb, Biologie","",""
9,"","doring1986bestandsentwicklung","Döring, Detlef","Die Bestandsentwicklung der Bibliothek der Philosophischen Fakultät der Universität Leipzig von ihren Anfängen bis zur Mitte des 16. Jh. [Jahrhunderts]: e. Beitr. zur Wissenschaftsgeschichte d. Leipziger Univ. in ihrer vorreformator. Zeit","",,,"","",1986,"","","","","","","","","","","","","","Uni Leipzig","","","","Bildende_Kunst_allgemein, Bibliothek, Bildung, Unterricht, Buch, Künste, Museumswissenschaft, Wissenschaft_und_Kultur_allgemein, Bibliographien, Allgemeines, Information_und_Dokumentation, Erziehung, Allgemeine_Sammelwerke, dnb, fortlaufende_Sammelwerke, Zeitschriften, Nachschlagewerke, Wissenschaft, Schrift, Organisationen","",""
10,""," Selbach\_Bibliothek\_2.0\_2007","Selbach, Michaela","Bibliothek 2.0. Neue Perspektiven und Einsatzm�glichkeiten f�r wissenschaftliche Bibliotheken","",,,"","",2007,"","","http://opus.bibl.fh-koeln.de/volltexte/2008/183/pdf/Selbach\_Michaela.pdf","","","","","","","","Buch","","","","","","Datensatz exportiert aus der DigiBib (www.digibib.net)","digibib_export","",""
1,"","Goethe1996","von Goethe, Johann Wolfgang","Reclam Universal-Bibliothek, Nr.1, Faust I: Der Tragödie erster Teil","",,,"","",1996,"","","","","","","","","Reclam, Ditzingen","","","","","","","","","imported","",""
9,"","trefzer2001konstruktion","Trefzer, Axel Christoph","Konstruktion einer Glykosyltransferasegen-Bibliothek und ihr Einsatz in der kombinatorischen Biosynthese","",,,"","",2001,"","","","","","","","","","","","","","Uni Tübingen","","","","Biowissenschaften, Chemie, dnb, Pflanzen_Botanik, Biologie, Tiere_Zoologie","",""
7,"","jannidis1999mathias","Jannidis, Fotis & Mellmann, Katja","Mathias Bertram (Hg.): Digitale Bibliothek: Deutsche Literatur von Lessing bis Kafka","Jahrbuch für Computerphilologie",1,,"","n.p.",1999,"","","http://computerphilologie.digital-humanities.de/jahrbuch/jb1/jannidis-2.html","","","","","Deubel, Volker; Eibl, Karl & Jannidis, Fotis","Mentis Verlag","","","","","","","","","TaDiRAH_Literature, TaDiRAH_editing","",""
9,"","colomer1961nikolaus","Colomer, Eusebio","Nikolaus von Kues und Raimund Llull: Aus Handschriften d. Kueser Bibliothek","",,,"","",1961,"","","","","","","","","","","","","","NA Köln","","","","dnb","",""
9,"","deters1999chemische","Deters, Ria","Chemische Modelle für Metalloenzyme: vom biomimetischen Hydrolysekatalysator zur dynamischen Metallorezeptor-Bibliothek","",,,"","",1999,"","","","","","","","","","","","","","Uni Münster","","","","Chemie, dnb, Biologie","",""
9,"","grimm1933studien","Grimm, Werner","Studien zur Geschichte der Kaiserlichen Öffentlichen Bibliothek in St. Petersburg (Leningrad)","",,,"","",1933,"","","","","","","","","","","","","","Uni Göttingen","","","","dnb","",""
9,"","grimm1931studien","Grimm, Werner","Studien zur Geschichte der Kaiserlichen Öffentlichen Bibliothek in St. Petersburg (Leningrad)","",,,"","",1931,"","","","","","","","","","","","","","NA Göttingen","","","","dnb","",""
1,"3-7743-0580-3","wiesenmuller_konzept_2000","Wiesenmüller, Heidrun","Das Konzept der "virtuellen Bibliothek" im deutschen Bibliothekswesen der 1990er Jahre","",,,"","",2000,"Köln","","","","","","","","Greven","","","","","","","","","zz-i","",""
6,"","Merten.2005","Merten, Sandra","Informationskompetenz vermitteln – Das modulare Blended- Learning-Szenario der Bibliothek der Universität Konstanz","",,,"","73–77",2005,"Frankfurt a.M.","","","Leitbild Informationskompetenz: Positionen - Praxis - Perspektiven im europäischen Wissensmarkt","","","","Ockenfels, Marlies","{Dt. Ges. für Informationswiss. und Informationspraxis}","","","","","","","","","Information_Literacy","",""
9,"","heidmann1937papyrus","Heidmann, Josef","Der Papyrus 1676 der herculanensischen Bibliothek (Philodemos _P63_E63_R63_I63 _P63_O63_I63_J63_M63_A63_T63_W63_N63): Text u. Übers.","",,,"","",1937,"","","","","","","","","","","","","","NA Bonn","","","","dnb","",""
1,"","haller2016adaptive","Haller, Martina","Adaptive Case Management in Bibliotheken - Implementierung in der Bibliothek der DHBW Heidenheim","",,,"","",2016,"","","","","","","","","","","","","","","","","Aln ","Bibliothekswesen, Prozesse","",""
1,"","bibtexkey","Zimmer, D. E.","Die Bibliothek der Zukunft - Text und Schrift in den Zeiten des Internet","",,,"","",2000,"","","","","","","","","Hoffmann und Campe","","","","","","","","","imported","",""
5,"","1999-4","Hilf, E.R.","Publikation von Wissenschaft an der Hochschule-Kooperation zwischen Wissenschaftlern und ihrer Bibliothek","",,,"19. April","",1999,"","","http://hdl.handle.net/2003/2146","","","","","","","","","","","","","","pub-list-hilf","imported","","inf"
9,"","schafer2002kulturwissenschaftliche","Schäfer, Hans-Michael","Die Kulturwissenschaftliche Bibliothek Warburg: Geschichte und Persönlichkeiten der Bibliothek Warburg mit Berücksichtigung der Bibliothekslandschaft und der Stadtsituation der Freien und Hansestadt Hamburg zu Beginn des 20. Jahrhunderts","",,,"","",2002,"","","","","","","","","","","","","","HU Berlin","","","","dnb, Bibliotheks_und_Informationswissenschaft","",""
9,"","schafer2002kulturwissenschaftliche","Schäfer, Hans-Michael","Die Kulturwissenschaftliche Bibliothek Warburg: Geschichte und Persönlichkeiten der Bibliothek Warburg mit Berücksichtigung der Bibliothekslandschaft und der Stadtsituation der Freien und Hansestadt Hamburg zu Beginn des 20. Jahrhunderts","",,,"","",2002,"","","","","","","","","","","","","","HU Berlin","","","","dnb, Bibliotheks_und_Informationswissenschaft","",""
3,"","Hapke.2010","","Trau keinem \"uber 30? Die TUB wird 30! : Kolloquium \"uber eBooks und die Zukunft der Bibliothek anl\"a\sslich des 30-j\"ahrigen Bestehens der Universit\"atsbibliothek der TU Hamburg-Harburg: Don't trust anybody beyond 30? The TUB goes 30!","",,,"","",2010,"Hamburg-Harburg","","http://doku.b.tu-harburg.de/volltexte/2010/845 / http://nbn-resolving.de/urn:nbn:de:gbv:830-tubdok-8459","","","","TUB-HHefte ; 1","Hapke, Thomas","Universit\"atsbibl. der Techn. Univ.","","","","","","","","","library, eBook, /;Online-Publikation;eBook, Bibliothek, future, Buch, Elektronisches, /, Zukunftserwartung","",""
7,"","regulski_2007_SocialB","Regulski, Katharina","Aufwand und Nutzen beim Einsatz von Social-Bookmarking-Services als Nachweisinstrument für wissenschaftliche Forschungsartikel am Beispiel von BibSonomy. ","Bibliothek. Forschung und Praxis",31,2,"","177-184",2007,"","","http://www.bibliothek-saur.de/2007_2/177-184.pdf","","","","","","","","","","","","","Autoren wissenschaftlicher Artikel stehen unterschiedliche Wege bei der Recherche nach Hintergrundmaterial zu ihren Projekten zur Verfügung. Dass Social-Bookmarking-Dienste, die als Teil des Web 2.0 (O’Reilly, 2005) und der Bibliothek 2.0 (Danowski, 2006) genannt werden, eine sinnvolle Ergänzung zu den herkömmlichen Nachweisdatenbanken sein können, soll der vorliegende Artikel zeigen.","","socialbookmarking, MALIS09, bibsonomy","",""
6,"3-925474-54-4","Merten.2005","Merten, Sandra","Informationskompetenz vermitteln -- Das modulare Blended- Learning-Szenario der Bibliothek der Universit\"at Konstanz","",,,"","73-77",2005,"Frankfurt a.M.","","","Leitbild Informationskompetenz","","","","Ockenfels, Marlies","Dt. Ges. für Informationswiss. und Informationspraxis","","","","","","","","Citavibeispielprojekt","CitaviBeispielProjekt, Informationskompetenz","",""
9,"","mertz1975bilderzyklus","Mertz, Ulrike","Der Bilderzyklus in der Bibliothek des Klosters San Giorgio Maggiore in Venedig","",,,"","",1975,"","","","","","","","","","","","","","Uni Kiel","","","","Druckgrafik, Metallkunst, Bildende_Kunst_allgemein, Keramik, Künste, Plastik, Grafik, Malerei, angewandte_Kunst, Numismatik, Drucke, dnb, Bildende_Kunst","",""
9,"","crusius2007aufklrung","Crusius, Gabriele","Aufklärung und Bibliophilie: der Hannoveraner Sammler Georg Friedrich Brandes und seine Bibliothek","",,,"","",2007,"","","","","","","","","","","","","","Uni Oldenburg","","","","dnb, Bibliotheks_und_Informationswissenschaft","",""
9,"","ermis2005etablierung","Ermis, Elif","Die Etablierung einer chromosomen-spezifischen DNA-Bibliothek des menschlichen Genoms mittels Mikrodissektion","",,,"","",2005,"","","","","","","","","","","","","","Uni Saarbrücken","","","","dnb, Gesundheit, Medizin","",""
6,"","Merten.2005","Merten, Sandra","Informationskompetenz vermitteln -- Das modulare Blended- Learning-Szenario der Bibliothek der Universit\"at Konstanz","",,,"","73--77",2005,"Frankfurt a.M.","","","Leitbild Informationskompetenz","","","","Ockenfels, Marlies","Dt. Ges. für Informationswiss. und Informationspraxis","","","","","","","","","information_literacy, blended_learning, learning_platform","",""
9,"","montebaur1928studien","Montebaur, Josef","Studien zur Geschichte der Bibliothek der Abtei St. Eucharius-Matthias zu Trier","",,,"","",1928,"","","","","","","","","","","","","","NA Berlin","","","","dnb","",""
9,"","bautsch1989molekularbiologie","Bautsch, Wilfried","Molekularbiologie der zystischen Fibrose: cDNA-Bibliothek, chromosomale DNA-Sonden und biologisches Testsystem","",,,"","",1989,"","","","","","","","","","","","","","Uni Hannover","","","","dnb, Gesundheit, Biologie, Medizin","",""
9,"","krebs1998biochromatographie","Krebs, Barbara","Biochromatographie einer kombinatorischen Phagen-Peptid-Bibliothek: humane Antikörper gegen ein humanes Zytokin","",,,"","",1998,"","","","","","","","","","","","","","Uni Mainz","","","","dnb, Gesundheit, Medizin","",""
9,"","steindorf2015eigenschaften","Steindorf, Dominik","Eigenschaften heterotypisch interagierender Transmembranhelices ermittelt durch den Einsatz einer kombinatorischen DNS-Bibliothek","",,,"","",2015,"","","","","","","","","","","","","","Uni Mainz","","","","Biowissenschaften, dnb, Biologie","",""
7,"","martin2013bibliotheca","Martin, Nissen & Lambert, Heller","Die Bibliotheca Alexandrina: Eine sich selbst erfindende Bibliothek des Lehrens und Lernens","Bibliotheksdienst",44,,"","259-267",2013,"","","http://eprints.rclis.org/14219/","","","","","","","","","","","","","","","myown","",""
1,"","fuchs1783bibliothek","Fuchs, Georg Daniel","Bibliothek der Kirchenversammlungen des vierten und fünften Jahrhunderts in Uebersezungen und Auszügen","",,,"","",1783,"Leipzig","","","","","","","","","","","","","","","","","übersetzungen","",""
10,"342302268X","Epikur.1998","Epikur","Von der \"Uberwindung der Furcht. Bibliothek der Antike. Katechismus. Lehrbriefe. Spruchsammlung. Fragmente","",,0,"","",1998,"","","","","","","","","dtv","","","","","","","","","Condition, (condition-type),, Alter, (feature{\_}two{\_}browse-bin),, Normale, Gr{\"o}se, AAS,, General, Taschenbuch,","",""
9,"","stanglow1996konzeption","Stanglow, Werner","Konzeption und Implementierung von Objekt-Repositorien auf Basis der Ulmer Oberon-Bibliothek","",,,"","",1996,"","","","","","","","","","","","","","Uni Ulm","","","","dnb, Datenverarbeitung, Informatik","",""
9,"","wakerle2003screening","Wäkerle, Thomas","Screening einer Phagen-Bibliothek auf Endothelzellprimärkulturen zur Identifizierung von Tumorendothel-assoziierten Antigenen","",,,"","",2003,"","","","","","","","","","","","","","HU Berlin","","","","dnb, Gesundheit, Medizin","",""
9,"","vaubel1927miniaturenhandschriften","Vaubel, Hermann Otto","Die Miniaturenhandschriften der Gießener Universitätsbibliothek und der Gräfl. Solmsischen Bibliothek zu Laubach","",,,"","",1927,"","","","","","","","","","","","","","NA Gießen","","","","dnb","",""
9,"","pongratz2008potente","Pongratz, Carola","Potente HIV-gerichtete RNA-Interferenz mittels Selektion einer randomisierten lentiviralen shRNA-Bibliothek","",,,"","",2008,"","","","","","","","","","","","","","Uni Köln","","","","dnb, Gesundheit, Medizin","",""
9,"","phd/dnb/Stanglow96","Stanglow, Werner","Konzeption und Implementierung von Objekt-Repositorien auf Basis der Ulmer Oberon-Bibliothek.","",,,"","1-192",1996,"","","","","","","","","","","","","","University of Ulm, Germany","","","","dblp","",""
1,"3883090417","Hapke.1993b","","Stadthygiene und Abwasserreinigung nach der Hamburger Cholera-Epidemie: Umweltforschung vor 100 Jahren im Spiegel der Bibliothek der Sielkl\"ar-Versuchsstation Hamburg-Eppendorf ; [Ausstellung in der Universit\"atsbibliothek der Technischen Universit\"at Hamburg-Harburg, 19. Juli bis 25. September 1993]","",,,"","",1993,"","","","","","","","Hapke, Thomas","Bautz","","","","","","","","","Bibliothek, Stadtsanierung, Geschichte;Hamburg, history, Sanitary, Sielkl\"ar-Versuchsstation, St\"adtehygiene, Universit\"at>, Hamburg, Waste, /, /;Sielkl\"ar-Versuchsstation, Engineering, bibliography, Katalog;Sanitary, /;bibliography, Universit\"atsbibliothek, <Technische, Disposal;Fluid, Cholera, Geschichte;1892-1930;Hamburg","",""
10,"","halle2006universittsverlage","Halle, Axel","Universitätsverlage: Stand und Entwicklungsperspektiven : der Vortrag wurde gehalten am 22. März auf dem 95. Deutschen Bibliothekartag im Themenkreis 8","",,,"","",2006,"Kassel","","http://nbn-resolving.de/urn:nbn:de:hebis:34-200603318905","","","","","","Univ.-Bibliothek","","","","","","","","","univerlage, Bibliothek, verlage, unikassel, not-for-profit-universitätsverlage, halle","",""
7,"","Schultze1914","Schultze, Friedrich & Meyer, Gustav","Der Neubau für die Königliche Bibliothek und die Akademie der Wissenschaften in Berlin","Zentralblatt der Bauverwaltung",34,23, 25, 29,"","183-186, 193-197, 225-228",1914,"","","http://ezb.uni-regensburg.de/?2406062","","","","","","","","","","","","","","","kunstgeschichte, bibliotheksbau, architektur, amlesen, berlin","",""
6,"978-3-88579-264-2","conf/sicherheit/StelteS10","Stelte, Björn & Saxe, Björn","State-of-the-Art Kryptoverfahren für drahtlose Sensornetze - Eine Krypto-Bibliothek für MantisOS.","",170,,"","217-228",2010,"","","http://dblp.uni-trier.de/db/conf/sicherheit/sicherheit2010.html#StelteS10","Sicherheit","","","LNI","Freiling, Felix C.","GI","","","","","","","","","dblp","",""
